empresa;documento;número de ordens
ALLIED TECNOLOGIA S.A.;20247322004991;1
ALLIED TECNOLOGIA S.A.;20247322007400;1
COND. EDIF. ANA MARIA;54.222.849/0001-39;1
COND. EDIF. CELLINI;54.574.157/0001-50;1
ALLIED TECNOLOGIA S.A.;20247322016302;1
TB-VARZEA PAULISTA;51427102028481;0
Bardasse Fábrica de Bares Participações LTDA;20297400000207;1
COND. EDIF. LONDONDERRY; 00.156.982/0001-05;1
ALLIED TECNOLOGIA S.A.;20247322015926;1
ALLIED TECNOLOGIA S.A.;20247322024089;1
TUPI AGENCIA DE SERVICOS LTDA;03116547000145;0
COND. EDIF. CASTEL DE VERONA;56.275.217/0001-69;1
COND. EDIF. BELVEDER SIENA E LUCCA;62.446.521/0001-24;1
B.blend máquinas e bebidas S.A;22172203000360;1
ALLIED TECNOLOGIA S.A.;20247322005378;1
ALLIED TECNOLOGIA S.A.;20247322024402;1
ALLIED TECNOLOGIA S.A.;20247322014288;1
ALLIED TECNOLOGIA S.A.;20247322022035;1
COND. EDIF. JURUÁ;17.714.094/0001-63;1
TecBan-ITUMBIARA;51427102070097;0
TecBan-SANTA GERTRUDES;51427102070763;0
COND. EDIF. ILHA DE RHODES;60.264.330/0001-16;1
Tranding;40163619824/0003;0
COND. EDIF. LEBLON;62.578.000/0001-20;1
COND. EDIF. PEROLA;71.731.053/0001-20;1
COND. RES.  PALMA DE MALLORCA;03.091.893/0001-16;1
COND. EDIF. KEY BISCAYNE;00.247.399/0001-00;1
TB-VOLTA REDONDA;51427102006674;0
CAPI - Colégio Adventista Pinhais - EIEFM;76726884012800;1
Applar Tecnologia Ltda.;30608727000117;1
COND. EDIF. MAISON GUEDALA;01.492.290/0001-09;1
COND. EDIF. CONSELHEIRO LAFAYETTE;53.823.936/0001-89;1
COND. EDIF. ITAMARACA;62.026.273/0001-62;1
ALLIED TECNOLOGIA S.A.;20247322023511;1
COND. EDIF. RAINHA ELIZABETH;08.018.559/0001-50;1
CONDOMÍNIO VILLAGE PAINEIRAS;03.074.949/0001-24;1
CONDOMINIO DO EDIFICIO MARIA ANGELICA;40363244000153;1
COND. EDIF. RESIDENCIAL GARDEN TOWER;02.842.178/0001-05;1
Condominio Attualita;12298730/0001-08;1
COND. EDIF. RENATA;59.936.104/0001-55;1
COND. VILA RESID. GIARDINO DI MILANO;01.983.293/0001-37;1
COND.EDIF. OLD ENGLAND;04.141.716/0001-60;1
COND. EDIF. PALAZZO ISOLA D'ORO;56.272.370/0001-32;1
CONDOMINIO DO EDIFICIO ITABOCA;72509367000146;1
CONDOMINIO COSTA DO SOL;56.827.348/0001-01;1
Condomínio Edifício Alice;54.536.891/0001-24;1
CONDOMINIO DO EDIFICIO LORD REGENTE;29243060000117;1
Campo Limpo - Reciclagem e Transformação de Plásticos SA;09456668000112;1
COND. EDIF. WORK CENTER SAO PAULO;03.555.535/0001-17;1
Condomínio A3 Offices;15598278000180;1
Condomínio Duke;29241395000104;1
TECNOLOGIA BANCARIA S.A.;51427102000129;0
COND. MARQUISE IBIRAPUERA;19.128.140/0001-78;1
UNIQUE JARDINS;08.907.978/0001-43;0
COND.EDIF. PALAIS ROYAL - MOEMA;68.150.630/0001-86;1
Condomínio Deolinda Martins;07229801000172;1
COND. EDIF. ORIGINALE;15.089.301/0001-00;1
COND. EDIF. SPAZIO ADATTO RESIDENZA;05.470.541/0001-05;1
Condomínio Edifício Caramuru;02.986.358/0001-60;1
Condomínio Britânia;00281752000178;1
Condominio Residencial Itapoã;08.296.334/0001-66;1
ALLIED TCNOLOGIA S.A.;20247322018194;1
Condomínio Fernando Osório;68655737000186;1
DUCOCO ALIMENTOS S/A - SAO PAULO - EMPRESA 54;63460299000772;1
Condomínio Edifício Aimberê House;27.902.525/0001-79;1
Condomínio Samira;00120106000129;1
Condomínio Paulo Negrão;00255049000195;1
Condomínio Bruno Werner;22698222000162;1
EAAP - Escola Adventista Afonso Pena - EIEF;76726884013025;1
CONDOMINIO TERRA DA MATA;08.357.347/0001-06;1
Condomínio Edifício Fontana del Tritone;54.964.630/0001-05;1
Condomínio Tour D'Avignon;29278819000105;1
Condomínio Portus da Barra;68716307000127;1
Condomínio União;35798792000176;1
Condomínio Mais São Cristovão;16718268000101;1
Condomínio Residencial Helbor Loft Evolution II;05.972.316/0001-69;1
Condomínio Edificio Porcelana;00.099.490/0001-25;1
EDIF. PERSONA PARAISO;12.102.970/0001-87;1
Cerradinho Bioenerg. S.A.;08322396000103;1
CONDOMINIO LINK STUDIOS & OFFICES;25.139.003/0001-31;1
Condomínio Maria da Glória;39418876000198;1
Downtown - Bloco 14 (Sala 301 e 302);20247322022701;1
D. CENTER DISTRIBUIDORA LTDA.;05651966000455;1
EDIFICIO AZULI VILA MARIANA;08.267.351/0001-75;1
Condomínio Life Style;23.556.139.0001-11;1
P019-VITORIA;51427102001958;1
CONDOMINIO EDIFICIO MATISSE;67.985.580/0001-94;1
Condomínio Edifício Residence II;54.024.187/0001-92;1
MOOCA CONDOMINIUM CLUB;12.360.173/0001-08;1
RESIDENCIAL INDEPENDENZA;17.820.403/0001-80;1
MOLAS CONTAGEM LTDA;03292359000178;1
Contour Global do Brasil Holding LTDA;09531894000110;1
Empresa Brasileira de Comunicação Produção Ltda;04405242000116;1
Condomínio Shopping Center D;00087900000118;1
DANONE LTDA;23643315000152;1
Condomínio Agnes;01842093000164;1
TB-BASE OPERACIONAL THE;51427102006755;1
Multidisplay Comercio e Serviços Tecnológicos S/A;04193879000196;1
MEX ALIMENTOS;29809520000121;1
TB-BASE OPERACIONAL SLZ;51427102003306;1
TRÊS CORACÕES ALIMENTOS S.A.;63310411001841;0
EBCP/Brasilia                ;04405242000205;2
ROBOTTON MASTER;05023162000169;1
COND. EDIF. OFFICE BRIGADEIRO;52.518.693/0001-02;1
D730-RIO DE JANEIRO;;1
DPG SINALIZACAO DIGITAL LTDA;10644293000365;1
TB-COTIA;51427102014693;1
TB-GUARULHOS;51427102003900;1
TB-FLORIANOPOLIS;51427102002172;1
TB-POSTO LOG AVANÇADA POA;51427102000633;1
0630 - COND. CONJ. RES. JARDIM DA CIDADE;54200795000100;2
0299 - COND. EDIF. ESSENCIA VILA ROMANA;-;2
TB-POSTO LOG AVANÇADA GYN;51427102001524;1
TecBan-PROMISSÃO;51427102068602;0
ALLIED TECNOLOGIA S.A.;20247322001976;1
THE BLUE LOFT;07.453.733/0001-20;1
TB-UNIDADE OPERACIONAL CBF;51427102005350;1
TB-UNIDADE OPERACIONAL CGR;51427102002091;1
SYNAPCOM COMERCIO ELETRONICO LTDA;27932734000165;1
Gnova-BrandPR ;09160240000128;2
ALLIED TECNOLOGIA S.A.;20247322023198;1
TB-UNIDADE OPERACIONAL SSA;51427102000986;1
TB-POSTO LOG AVANÇADA BHZ;51427102000552;1
ALLIED TECNOLOGIA S.A;20247322005297;2
YEB FORNECEDORES LTDA;71803235000160;0
ALLIED TECNOLOGIA S.A.;20247322005610;2
ALLIED TECNOLOGIA S.A.;20247322012900;2
sociedade fogás ltda.;04563672000166;0
ALLIED TECNOLOGIA S.A.;20247322003839;2
ASA BRANCA V ENERGIAS RENOVAVEIS S.A;11681458000250;2
TB-POSTO LOG AVANÇADA BSB;51427102001605;1
ALLIED TECNOLOGIA S.A.;20247322016906;2
TBF-GARAGEM SAO MATEUS;09262608002536;0
COND. ED. ON THE PARK;09.290.465/0001-07;2
0810 COND. EDIF. LORD NELSON;65.718.892/0001-06;3
ALLIED TECNOLOGIA S.A.;20247322014792;2
TB-UNIDADE OPERACIONAL BSB;51427102001605;1
0677 COND. EDIF. DUPLEX HOME PINHEIROS;04.463.708/0001-30;3
TRES CORACOES IMOVEIS ARMAZENS GERAIS E SERVICOS LTDA ;06189718000154;0
CAC - Colégio Adventista Centenário - EIEFM;76726884006754;2
ALLIED TECNOLOGIA S.A.;20247322017031;2
0966 - COND. EDIF. SPACE VILA PRUDENTE;NAO INFORMADO;2
CAPGUA - Colégio Adventista Paranaguá - EIEF;76726884002686;2
ALLIED TECNOLOGIA S.A.;20247322004304;2
ALLIED TECNOLOGIA S.A.;20247322000570;2
COND. EDIF. CLERMONT FERRAND;01.705.371/0001-31;2
COND. EDIF. PAÇO DE COIMBRA;54.752.308/0001-12;2
CCABR - Colégio Curitibano Adventista do Bom Retiro - EIEFMP;76726884005359;2
CONDOMINIO BK30 ALTO DA BOA VISTA;26.859.518/0001-79;2
COND. ORVALHO GRANJA VIANA;11.979.466/0001-05;2
COND. EDIF. PANORAMA;55.949.291/0001-50;2
ALLIED TECNOLOGIA S.A.;20247322024593;2
Condomínio Imperator;00360153000140;2
CONDOMÍNIO MAISON ETOILE;24.312.466/0001-90;2
Condomínio Vila Maria Julia;00058797000188;2
COND. RESIDENCIAL EVOLVE MORUMBI;21.600.326/0001-20;2
D243-EMBU;51427102024303;2
Condomínio Figueira;72364953000140;2
Condomínio Polux;00190807000134;2
COND.EDIF. PRINCE OF SALZBURG;00.456.147/0001-90;2
Condomínio Edifício Módena;02.461.814/0001-59;2
ALLIED TECNOLOGIA S.A.;20247322012820;2
Condomínio Marina II;35796697000133;2
COND. EDIF. RIO BRANCO;53.832.689/0001-87;2
Condomínio Solar Satélite;29269578000120;2
Condomínio Luzes da Mata;09.597.966/0001-22;1
Condomínio Pasargada;03391813000148;2
Condomínio Edifício Modular Alfa;55.806.020/0001-46;2
P071-RIBEIRÃO PRETO;51427102007131;2
Condomínio Espaço Comercial Vila Mariana;27.717.406/0001-46;2
ALLIED TECNOLOGIA S.A.;20247322024160;2
ESTASA EMPRESA DE SERVIÇOSTEC E ADM LTDA;42181669000177;2
ALLIED TECNOLOGIA S.A.;20247322002000;2
TecBan-MACAIBA;51427102067622;0
TB-UNIDADE OPERACIONAL MCZ;51427102002687;1
TB-UNIDADE OPERACIONAL SSZ;51427102001010;2
COND. EDIF. ILHA MAUI;05.501.844/0001-30;2
VIE PINHEIROS - PENDENCIA;13.371.460/0001-78;0
0834 EDIFICIO LE TEMP'S CAMPO BELO;21.612.442/0001-69;3
TRÊS CORACÕES ALIMENTOS S.A.;63310411000101;0
VIE PINHEIROS;13.371.460/0001-78;1
TecBan-MARILANDIA;51427102070259;0
P431-RECIFE;51427102043103;2
COND ED VICTOR BRECHERET;54.934.765/0001-28;2
TecBan-CARATINGA;51427102068351;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411001922;0
TecBan-DIAMANTINA;51427102068190;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411003380;0
TecBan-PEDREIRA;51427102068513;0
COMÉRCIO DE MOLAS CAMPO GRANDE LTDA.;10673377000165;2
COND. EDIF. SAINT TROPEZ;06.113.442/0001-20;2
Condomínio Edifício Acapulco;03676815000183;2
COND. EDIF. VISCONDE DE WINDSOR;54.218.672/0001-05;1
TB-VOTORANTIM;51427102030702;0
Condomínio Edifício Cristiano Viana;71.730.121/0001-37;2
COND. CHARMANT VILA NOVA;05.545.830/0001-18;2
P003-RIO DE JANEIRO;51427102000390;2
ALLIED TECNOLOGIA S.A.;20247322024240;2
TBN-GUARULHOS;02954620000519;0
TecBan-ERECHIM;51427102068785;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411001418;0
TecBan-ITAPETINGA;51427102067037;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411002651;0
TecBan-SAO BENTO DO SUL;51427102069838;0
COND. RES. OLIMPIA SPECIAL SPACE;18.384.863/0001-75;3
TecBan-CAMBORIU;51427102068270;0
ALLIED TECNOLOGIA S.A.;20247322013478;3
VIVANTI CHACARA SANTO ANTONIO;12.552.470/0001-47;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411003461;0
ALLIED TECNOLOGIA S.A.;20247322000651;3
ALLIED TECNOLOGIA S.A.;20247322014520;3
COND. EDIF. UP CONCEPT DESIGN OFFICES;26.780.230/0001-04;3
TecBan-FRAIBURGO;51427102069404;0
CONDOMINIO DO EDIFICIO PIRAUBA;73252900000108;3
0973 CONDOMÍNIO GAFISA SQUARE CHOICE;66362208000169;3
TB-UNIDADE OPERACIONAL VIX;51427102001958;2
TRÊS CORACÕES ALIMENTOS S.A.;63310411003119;0
COND. EDIF. DOMANI III;07.047.492/0001-10;3
CAMPMOLAS INDUSTRIA E COMÉRCIO LTDA;09044296000117;3
Condomínio Madressilva;01258231000162;3
Condomínio Rivieras D'Florença;28939294000130;3
TecBan-LAPA;51427102067541;0
COND. EDIF. UP LIFE SÃO PAULO;26.353.051/0001-90;3
COND. EDIF. KRISTAL PARK;00.782.584/0001-02;3
Condomínio Manguaba;39935895000191;3
TRÊS CORACÕES ALIMENTOS S.A.;63310411002732;0
ALLIED TECNOLOGIA S.A.;20247322013710;3
Condomínio Gioacchino Rossini;29254133000176;3
0292 - COND. EDIF. TOMIE OHTAKE;59.087.585/0001-71;4
P009-SALVADOR;51427102000986;3
0964 - COND. EDIF. ALTO SÃO FRANCISCO;30257127000151;3
COND. EDIF.  MANSAO DE RACINE;55.399.752/0001-69;2
Yeb Inteligência de Mercado Ltda;07575829000161;1
TB-ESTOQUE CENTRAL DE PEÇAS;51427102005279;3
TRÊS CORACÕES ALIMENTOS S.A.;63310411003038;1
TecBan-RIO DO SUL;51427102069757;0
master serviços ;21353497000100;0
TB-CETEM NOVO;51427102042042;2
COND. EDIF. PORTOFINO;68.489.707/0001-47;3
COND. EDIF. PALAIS ROYAL;67.181.842/0001-68;3
TecBan-SURUBIM;51427102068947;0
Tenneco Automotive Brasil Ltda;44023471000352;0
COMÉRCIO DE MOLAS OESTE PAULISTA LTDA;07444633000138;4
Tenneco Automotive Brasil Ltda;44023471000190;0
Condomínio Jardim de Ipanema;00173654000117;3
EDIF. HLI - 120;10.633.042/0001-13;3
ALLIED TECNOLOGIA S.A.;20247322023945;3
TecBan-VIDEIRA;51427102069676;0
Condominio Edificio Viviane;54.325.147/0001-80;4
TBF-JI-PARANA;09262608003427;2
TecBan-SANTANA;51427102068009;0
TECNOLOGIA BANCARIA S.A.;51427102000129;2
TBN-RECIFE;02954620001400;4
B.blend Máquinas e Bebidas S.A - Lapa;22172203000440;5
Tranding;40163619824/0002;0
964 COND. EDIF. ALTO SÃO FRANCISCO;30257127000151;5
Tenneco Automotive Brasil Ltda;44023471000786;0
COND. EDIF. CISNE BRANCO;60.258.050/0001-03;4
TB-UNIDADE OPERACIONAL SOR;51427102003144;4
TBN-SALVADOR;02954620001590;5
associação empresarial de jaragua do sul;84434372000116;1
TB-TERESINA;51427102006755;3
EDIFÍCIO MAISON DE VERSAILLES;56.710.221/0001-08;4
ALLIED TECNOLOGIA S.A.;20247322006005;4
ALLIED TECNOLOGIA S.A.;20247322015500;4
TB-UNIDADE OPERACIONAL SJK;51427102001796;3
ALLIED TECNOLOGIA S.A.;20247322013630;4
COND RESID.MAIS ESTILO & DESIGN MORUMBI;19.436.901/0001-59;4
COND. VILA INGLESA;03.963.107/0001-23;4
Tenneco Automotive Brasil Ltda;44023471000271;0
987 RESIDENCIAL SYNTHESIS PINHEIRO;-;3
TBN-BRASILIA;02954620002139;4
VIE PINHEIROS - PENDENCIA;13.371.460/0001-78;0
965 COND. EDIF. PRAÇA DAS TRES TORRES;54072343000190;5
COND. EDIF. ESPACO COR;05.095.594/0001-85;4
TB-UNIDADE OPERACIONAL SOR;51427102003144;3
Condomínio Edifício Chibarás;59.085.589/0001-10;3
TB-UBERLANDIA;51427102002920;3
TB-UNIDADE OPERACIONAL RAO;51427102007131;3
Condomínio Osmar;72403363000189;4
TBN-EMBU DAS ARTES;02954620002058;3
TVDA PARTICIPAÇÕES 2 S.A.;18854351000125;0
ALLIED TECNOLOGIA S.A.;20247322000902;4
TBN-FORTALEZA;02954620001914;4
0295 - COND. EDIF. PARQUE ESTAÇÃO JANDIRA;31191608000174;7
00961 - COND. EDIF. GAIVOTA;28876998000101;6
TRÊS CORACÕES ALIMENTOS S.A.;63310411002490;0
977- CONDOMÍNIO PRAÇA PIRATININGA;34563076000147;4
SWELL IMPORTACAO E COMERCIO DE PRODUTOS DE ILUMINACAO S.A.;10945114000168;5
TBN-CURITIBA;02954620001167;5
CONDOMINIO LATITUDE ACLIMAÇÃO;28.796.601/0001-71;5
Condomínio Edifício Barbara;54.208.442/0001-57;5
TecBan-SARAPUI;51427102069080;0
ALLIED TECNOLOGIA S.A.;20247322004649;5
COND. EDIF. CHATEAU DE BLOIS;07.855.100/0001-49;6
TBN-PORTO ALEGRE;02954620001671;5
COND. EDIF. GIORGIO MORANDI;55.293.492/0001-42;7
Condomínio Piracicaba;39074307000172;4
TecBan-CONGONHAS;51427102069919;0
Vila Allegra São Francisco;19.795.322/0001-00;3
CONDOMÍNIO L'ESSENCE MOOCA;23.313.957/0001-93;6
TB-UNIDADE OPERACIONAL BHZ;51427102000552;6
TRÊS CORACÕES ALIMENTOS S.A. ;63310411001418;0
COND. EDIF. CAP  LES ARCS;53.999.363/0001-49;5
UNIQUE JARDINS;08.907.978/0001-43;0
0739 COND. EDIF. OMEGA;52.518.693/0001-02;9
CAAB - Colégio Adventista Alto Boqueirão - EIEFM;76726884005510;6
TBN-BELEM;02954620001752;4
COND. VITA SÃO MIGUEL;22.954.210/0001-51;6
VIVANTI CHACARA SANTO ANTONIO;12.552.470/0001-47;1
Condomínio Edifício Camargo Guarnieri;07.289.498/0001-01;7
TV1-RP              ;04405242000116;8
COND. EDIF. ILHA DE MALTA;60.531.332/0001-24;5
COND. EDIF. AJURICABA;54.280.987/0001-74;5
TB-UNIDADE OPERACIONAL NAT;51427102002768;3
TecBan-XANXERE;51427102069595;0
TecBan-GURUPI;51427102069323;0
0970 - COND. EDIF. ELDORADO RESIDENCIAL BUTANTÃ;-;6
0725 - COND. LIBER VILLAGE CAMPO LIMPO;19831898000178;5
EDIFICIO ITAIM OFFICE BUILDING;07.093.326/0001-50;7
Fundação Parque Tecnológico Itaipu;07769688000118;5
CONDOMINIO EDIFICIO OASIS CURSINO;20.891.731/0001-81;6
CONDOMINIO RESIDENCIAL VILA HIPICA;10.217.165/0001-73;5
2B Educação;28575649000150;4
COND. EDIF. ORNATO MOEMA;11.878.372/0001-31;8
ALLIED TECNOLOGIA S.A.;20247322000309;5
Condomínio Edifício Latitude;10.791.138/0001-00;8
COMÉRCIO DE MOLAS LIMEIRA LTDA;65820557000114;6
TBN-MANAUS;02954620001329;5
ALLIED TECNOLOGIA S.A.;20247322005025;4
0940 - CONDOMÍNIO BK30 LARGO DO AROUCHE;33000414000170;7
TBN-MACEIO;02954620001833;4
;-;7
COND. EDIF. PRIMAVERA MORUMBI;28.649.123/0001-77;8
TBN-RIO DE JANEIRO;02954620000861;5
FLEX SOLUCOES EM GESTAO DE SAUDE LTDA;07447729000150;5
CONDOMINIO EDIFICIO VISTA ALEGRE;18.587.133/0001-71;8
0969 - COND. LANDSCAPE VILA MASCOTE;16965067000109;5
0851 COND. SPLENDOR VILA MASCOTE;10.893.653/0001-09;8
COND. PALMA DE MALLORCA;04.233.922/0001-08;6
0268 COND. EDIF. RIO NEGRO;53.833.109/0001-76;7
Condomínio Edifício Nob hill;67.849.265/0001-30;5
COND. MY SPACE;27.159.978/0001-57;7
TBN-BELO HORIZONTE;02954620001086;5
Cotabox;24672820000198;9
ALLIED TECNOLOGIA S.A.;20247322003758;10
TB-UNIDADE OPERACIONAL CWB;51427102000200;7
COND. EDIF. GRADINI;03.040.206/0001-33;8
EDIFICIO BROOKLIN OFFICE;21.353.678/0001-28;10
TBN-GOIANIA;02954620000942;5
CAFRG - Colégio Adventista Fazenda Rio Grande ;76726884012991;11
TB-CENTRO TÉCNICO E LOGÍSTICO;51427102033647;10
TB-UNIDADE OPERACIONAL POA;51427102000633;6
São Bento Restaurante Ltda;24605454000154;9
CONDOMINIO SUPREMO;14.072.790/0001-25;9
COND. EDIF. IMMAGINATO CASA VERDE;24.658.971/0001-91;8
Condomínio Residencial Villagio do Ipiranga;33.656.592/0001-53;8
COND. EDIF. GARCIA D'AVILA;54.203.724/0001-61;9
ALLIED TECNOLOGIA S.A.;20247322013559;8
CONDOMINIO MAXHAUS ITAIM;18.803.496/0001-05;7
TV1-PONTO COM                      ;04405242000116;13
OFFICE SILVA BUENO;52.518.693/0001-02;11
TB-UNIDADE OPERACIONAL FOR;51427102001443;8
TB-UNIDADE OPERACIONAL REC;51427102001109;8
Condomínio Edifício Sonata Residence;19.319.210/0001-75;11
Condomínio Edifício Metrópole Marques de Olinda;17.139.702/0001-53;9
TB-UNIDADE OPERACIONAL BEL;51427102003063;8
TBN-MACAPA;02954620000780;7
0297 - COND. EDIF. LIVING HARMONY SACOMÃ;30647512000105;12
IDEA CONDOMINIUM;28.737.795/0001-34;16
TB-UNIDADE OPERACIONAL CPQ;51427102001362;10
TBN-SAO PAULO;02954620000608;15
Condominio Bandeira Pauliceia;36.766.263/0001-53;11
B.blend Máquinas e Bebidas S.A - Itaim;22172203000106;14
GNova           ;09160240000128;11
0934 COND. EDIF. TROVI MOOCA;26.461.063/0001-39;22
ALLIED TECNOLOGIA S.A.;20247322006501;14
COND. EDIF. ITAPEVA MEDICAL CENTER;03.813.829/0001-00;12
M4 Produtos e Serviços S/A;09614276000134;22
EDIFÍCIO CRYSTAL CAMPO BELO;12.808.151/0001-50;13
CONDOMINIO ADVANCED ITAIM;10.676.494/0001-82;11
TV1-Xlab ;04405242000116;25
COND. EDIF. MAISON RAVEL;62.026.620/0001-57;17
Cotabox;24672820000198;27
EMCI AGENCIA DE VIAGENS TURISMO E INCENTIVOS LTDA;17280120000192;24
TBF-BARREIRAS;09262608003346;38
TBF-PETROLINA;09262608003001;43
TBN-BARUERI;02954620000195;36
TBF-CARUARU;09262608003508;45
TBF-VITÓRIA DA CONQUISTA;09262608001564;47
TBF-PARNAÍBA;09262608001211;43
TBF-CAMPINA GRANDE;09262608001050;43
TV1- CONTEUDO & VIDEO          ;04405242000116;42
TBF-ARACAJU;09262608001726;47
TBF-NATAL;09262608002293;55
TBF-ITABUNA;09262608002374;46
TB-UNIDADE OPERACIONAL RIO;51427102000390;60
TBF-PORTO SEGURO;09262608003265;48
TBF-PRESIDENTE PRUDENTE;09262608002706;53
TBF-MACAPÁ;09262608001130;57
TBF-PORTO VELHO;09262608000916;52
TBF-BAURU;09262608002617;82
TBF-CURITIBA;09262608001483;72
TBF-SERRA;09262608000401;60
TBF-MACEIO;09262608002102;65
EPHARMA;03448808000124;89
TBF-TERESINA;09262608001300;85
TBF-SOROCABA;09262608002455;75
TBF-CAMPO GRANDE;09262608002021;83
TBN-EMBU DAS ARTES;02954620000276;86
TBF-SANTOS;09262608001998;94
Sony Music;43203520000104;112
TBF-SÃO JOSÉ DOS CAMPOS;09262608001807;103
TB-CENTRO TÉCNICO E LOGÍSTICO;51427102033647;109
TBF-RECIFE;09262608000592;110
São Dionio Restaurante Ltda;35098479000125;124
TBF-CAMPINAS;09262608002889;115
Empresa Brasileira de Comunicação Produção Ltda;04405242000116;108
TBF-LIMÃO;09262608000835;100
TBF-PORTO ALEGRE;09262608001645;121
EBCP ;04405242000116;164
TBF-SALVADOR;09262608000673;129
TBF-SEDE;09262608000240;144
TBF-SÃO MATEUS;09262608000320;189
São Bartolomeu Restaurante Ltda;20736896000189;249
TBF-RIO DE JANEIRO;09262608000754;203
EDITORA SANAR LTDA - ME;18990682000192;362
ALLIED TECNOLOGIA S.A;20247322000147;294
Gnova Publicidade LTDA;09160240000128;237
Santa Cecília Restaurante Ltda;29181279000139;371
TBF-CONGONHAS;09262608000169;314
TB-MATRIZ TECBAN;51427102000129;378
TECNOLOGIA BANCARIA SA;51427102000471;503
TB-ESTOQUE CENTRAL DE PEÇAS;51427102005279;747
TB-CETEM TECBAN VELHO;51427102000471;708
Empresa Brasileira de Comunicação Produção Ltda;04405242000116;1601
